timestamp,type,severity,message,estimated_saving_kwh,condition
2007-01-20 18:00:00,Peak_Shift,High,High consumption 4.31kW at 18.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.862,hour=18 & kW>2.39
2007-01-20 19:00:00,Peak_Shift,High,High consumption 5.34kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,1.069,hour=19 & kW>2.61
2007-01-20 20:00:00,Peak_Shift,High,High consumption 3.71kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.743,hour=20 & kW>2.72
2007-01-21 01:00:00,Night_Idle_Waste,Low,"Idle consumption 1.50kW at 1h. Check standby: router, fridge, Sub_metering_3.",1.2,hour in 1-5 & kW>0.8
2007-01-21 02:00:00,Night_Idle_Waste,Low,"Idle consumption 1.57kW at 2h. Check standby: router, fridge, Sub_metering_3.",1.267,hour in 1-5 & kW>0.8
2007-01-21 03:00:00,Night_Idle_Waste,Low,"Idle consumption 1.20kW at 3h. Check standby: router, fridge, Sub_metering_3.",0.898,hour in 1-5 & kW>0.8
2007-01-21 04:00:00,Night_Idle_Waste,Low,"Idle consumption 1.17kW at 4h. Check standby: router, fridge, Sub_metering_3.",0.874,hour in 1-5 & kW>0.8
2007-01-21 05:00:00,Night_Idle_Waste,Low,"Idle consumption 1.21kW at 5h. Check standby: router, fridge, Sub_metering_3.",0.906,hour in 1-5 & kW>0.8
2007-01-21 18:00:00,Peak_Shift,High,High consumption 3.65kW at 18.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.73,hour=18 & kW>2.51
2007-01-21 19:00:00,Peak_Shift,High,High consumption 5.33kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,1.066,hour=19 & kW>2.51
2007-01-21 20:00:00,Peak_Shift,High,High consumption 6.08kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,1.215,hour=20 & kW>2.63
2007-01-21 21:00:00,Peak_Shift,High,High consumption 5.91kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,1.182,hour=21 & kW>2.81
2007-01-22 19:00:00,Peak_Shift,High,High consumption 3.70kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.74,hour=19 & kW>2.04
2007-01-22 20:00:00,Peak_Shift,High,High consumption 4.46kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.891,hour=20 & kW>1.96
2007-01-22 21:00:00,Peak_Shift,Medium,High consumption 2.57kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.515,hour=21 & kW>1.80
2007-01-23 18:00:00,Peak_Shift,Medium,High consumption 2.39kW at 18.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.478,hour=18 & kW>1.53
2007-01-23 19:00:00,Peak_Shift,High,High consumption 3.64kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.728,hour=19 & kW>1.53
2007-01-23 20:00:00,Peak_Shift,High,High consumption 3.58kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.716,hour=20 & kW>1.49
2007-01-23 21:00:00,Peak_Shift,Medium,High consumption 2.92kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.584,hour=21 & kW>1.50
2007-01-24 01:00:00,Night_Idle_Waste,Low,"Idle consumption 1.59kW at 1h. Check standby: router, fridge, Sub_metering_3.",1.287,hour in 1-5 & kW>0.8
2007-01-24 02:00:00,Night_Idle_Waste,Low,"Idle consumption 1.48kW at 2h. Check standby: router, fridge, Sub_metering_3.",1.183,hour in 1-5 & kW>0.8
2007-01-24 03:00:00,Night_Idle_Waste,Low,"Idle consumption 1.48kW at 3h. Check standby: router, fridge, Sub_metering_3.",1.179,hour in 1-5 & kW>0.8
2007-01-24 04:00:00,Night_Idle_Waste,Low,"Idle consumption 1.45kW at 4h. Check standby: router, fridge, Sub_metering_3.",1.145,hour in 1-5 & kW>0.8
2007-01-24 05:00:00,Night_Idle_Waste,Low,"Idle consumption 1.45kW at 5h. Check standby: router, fridge, Sub_metering_3.",1.146,hour in 1-5 & kW>0.8
2007-01-24 20:00:00,Peak_Shift,Medium,High consumption 2.96kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.593,hour=20 & kW>2.60
2007-01-25 18:00:00,Peak_Shift,Medium,High consumption 2.42kW at 18.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.483,hour=18 & kW>1.28
2007-01-25 19:00:00,Peak_Shift,High,High consumption 3.04kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.608,hour=19 & kW>1.32
2007-01-25 20:00:00,Peak_Shift,Medium,High consumption 2.03kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.406,hour=20 & kW>1.28
2007-01-25 21:00:00,Peak_Shift,Medium,High consumption 2.30kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.46,hour=21 & kW>1.31
2007-01-26 19:00:00,Peak_Shift,Medium,High consumption 1.74kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.347,hour=19 & kW>1.27
2007-01-26 21:00:00,Peak_Shift,Medium,High consumption 2.61kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.521,hour=21 & kW>1.26
2007-01-27 18:00:00,Peak_Shift,Medium,High consumption 2.05kW at 18.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.41,hour=18 & kW>1.76
2007-01-27 19:00:00,Peak_Shift,Medium,High consumption 2.11kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.422,hour=19 & kW>1.78
2007-01-27 20:00:00,Peak_Shift,Medium,High consumption 2.01kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.403,hour=20 & kW>1.81
2007-01-28 01:00:00,Night_Idle_Waste,Low,"Idle consumption 1.44kW at 1h. Check standby: router, fridge, Sub_metering_3.",1.139,hour in 1-5 & kW>0.8
2007-01-28 02:00:00,Night_Idle_Waste,Low,"Idle consumption 1.39kW at 2h. Check standby: router, fridge, Sub_metering_3.",1.086,hour in 1-5 & kW>0.8
2007-01-28 03:00:00,Night_Idle_Waste,Low,"Idle consumption 1.44kW at 3h. Check standby: router, fridge, Sub_metering_3.",1.142,hour in 1-5 & kW>0.8
2007-01-28 04:00:00,Night_Idle_Waste,Low,"Idle consumption 1.45kW at 4h. Check standby: router, fridge, Sub_metering_3.",1.149,hour in 1-5 & kW>0.8
2007-01-28 05:00:00,Night_Idle_Waste,Low,"Idle consumption 1.41kW at 5h. Check standby: router, fridge, Sub_metering_3.",1.11,hour in 1-5 & kW>0.8
2007-01-28 18:00:00,Peak_Shift,High,High consumption 3.29kW at 18.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.659,hour=18 & kW>2.49
2007-01-28 20:00:00,Peak_Shift,High,High consumption 3.79kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.758,hour=20 & kW>2.60
2007-01-28 21:00:00,Peak_Shift,High,High consumption 3.08kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.616,hour=21 & kW>2.70
2007-01-29 05:00:00,Night_Idle_Waste,Low,"Idle consumption 1.06kW at 5h. Check standby: router, fridge, Sub_metering_3.",0.764,hour in 1-5 & kW>0.8
2007-01-29 18:00:00,Peak_Shift,Medium,High consumption 2.39kW at 18.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.479,hour=18 & kW>1.67
2007-01-29 19:00:00,Peak_Shift,Medium,High consumption 2.89kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.578,hour=19 & kW>1.69
2007-01-29 20:00:00,Peak_Shift,High,High consumption 3.42kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.684,hour=20 & kW>1.67
2007-01-29 21:00:00,Peak_Shift,Medium,High consumption 1.74kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.348,hour=21 & kW>1.60
2007-01-30 18:00:00,Peak_Shift,High,High consumption 3.21kW at 18.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.643,hour=18 & kW>1.43
2007-01-30 19:00:00,Peak_Shift,High,High consumption 3.06kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.613,hour=19 & kW>1.44
2007-01-30 20:00:00,Peak_Shift,Medium,High consumption 2.87kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.575,hour=20 & kW>1.41
2007-01-30 21:00:00,Peak_Shift,Medium,High consumption 1.67kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.335,hour=21 & kW>1.41
2007-01-31 18:00:00,Peak_Shift,High,High consumption 3.03kW at 18.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.606,hour=18 & kW>2.05
2007-01-31 19:00:00,Peak_Shift,Medium,High consumption 2.53kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.505,hour=19 & kW>2.02
2007-01-31 21:00:00,Peak_Shift,Medium,High consumption 2.84kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.568,hour=21 & kW>1.99
2007-02-01 18:00:00,Peak_Shift,Medium,High consumption 2.58kW at 18.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.516,hour=18 & kW>1.48
2007-02-01 19:00:00,Peak_Shift,Medium,High consumption 2.98kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.595,hour=19 & kW>1.50
2007-02-01 20:00:00,Peak_Shift,Medium,High consumption 2.13kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.426,hour=20 & kW>1.55
2007-02-01 21:00:00,Peak_Shift,Medium,High consumption 1.55kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.311,hour=21 & kW>1.49
2007-02-02 18:00:00,Peak_Shift,Medium,High consumption 2.29kW at 18.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.458,hour=18 & kW>1.39
2007-02-02 19:00:00,Peak_Shift,Medium,High consumption 2.12kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.423,hour=19 & kW>1.34
2007-02-03 01:00:00,Night_Idle_Waste,Low,"Idle consumption 3.49kW at 1h. Check standby: router, fridge, Sub_metering_3.",3.191,hour in 1-5 & kW>0.8
2007-02-03 02:00:00,Night_Idle_Waste,Low,"Idle consumption 3.50kW at 2h. Check standby: router, fridge, Sub_metering_3.",3.198,hour in 1-5 & kW>0.8
2007-02-03 03:00:00,Night_Idle_Waste,Low,"Idle consumption 2.36kW at 3h. Check standby: router, fridge, Sub_metering_3.",2.062,hour in 1-5 & kW>0.8
2007-02-03 04:00:00,Night_Idle_Waste,Low,"Idle consumption 2.19kW at 4h. Check standby: router, fridge, Sub_metering_3.",1.888,hour in 1-5 & kW>0.8
2007-02-03 05:00:00,Night_Idle_Waste,Low,"Idle consumption 2.33kW at 5h. Check standby: router, fridge, Sub_metering_3.",2.026,hour in 1-5 & kW>0.8
2007-02-03 18:00:00,Peak_Shift,High,High consumption 5.02kW at 18.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,1.004,hour=18 & kW>2.88
2007-02-03 19:00:00,Peak_Shift,High,High consumption 5.81kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,1.163,hour=19 & kW>3.07
2007-02-03 20:00:00,Peak_Shift,High,High consumption 3.49kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.698,hour=20 & kW>3.19
2007-02-03 21:00:00,Peak_Shift,High,High consumption 3.70kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.74,hour=21 & kW>3.34
2007-02-04 01:00:00,Night_Idle_Waste,Low,"Idle consumption 4.16kW at 1h. Check standby: router, fridge, Sub_metering_3.",3.859,hour in 1-5 & kW>0.8
2007-02-04 02:00:00,Night_Idle_Waste,Low,"Idle consumption 2.36kW at 2h. Check standby: router, fridge, Sub_metering_3.",2.056,hour in 1-5 & kW>0.8
2007-02-04 03:00:00,Night_Idle_Waste,Low,"Idle consumption 1.95kW at 3h. Check standby: router, fridge, Sub_metering_3.",1.649,hour in 1-5 & kW>0.8
2007-02-04 04:00:00,Night_Idle_Waste,Low,"Idle consumption 1.96kW at 4h. Check standby: router, fridge, Sub_metering_3.",1.662,hour in 1-5 & kW>0.8
2007-02-04 05:00:00,Night_Idle_Waste,Low,"Idle consumption 2.01kW at 5h. Check standby: router, fridge, Sub_metering_3.",1.71,hour in 1-5 & kW>0.8
2007-02-05 05:00:00,Night_Idle_Waste,Low,"Idle consumption 1.15kW at 5h. Check standby: router, fridge, Sub_metering_3.",0.852,hour in 1-5 & kW>0.8
2007-02-05 19:00:00,Peak_Shift,Medium,High consumption 2.22kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.445,hour=19 & kW>1.47
2007-02-05 20:00:00,Peak_Shift,High,High consumption 3.44kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.688,hour=20 & kW>1.49
2007-02-05 21:00:00,Peak_Shift,Medium,High consumption 2.34kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.467,hour=21 & kW>1.48
2007-02-06 20:00:00,Peak_Shift,Medium,High consumption 1.90kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.379,hour=20 & kW>1.05
2007-02-06 21:00:00,Peak_Shift,Medium,High consumption 2.78kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.556,hour=21 & kW>1.08
2007-02-07 18:00:00,Peak_Shift,Medium,High consumption 1.77kW at 18.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.354,hour=18 & kW>1.70
2007-02-07 19:00:00,Peak_Shift,Medium,High consumption 2.45kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.49,hour=19 & kW>1.79
2007-02-07 20:00:00,Peak_Shift,Medium,High consumption 1.79kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.357,hour=20 & kW>1.78
2007-02-07 21:00:00,Peak_Shift,High,High consumption 3.73kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.747,hour=21 & kW>1.83
2007-02-08 18:00:00,Peak_Shift,Medium,High consumption 1.77kW at 18.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.354,hour=18 & kW>1.47
2007-02-08 19:00:00,Peak_Shift,High,High consumption 3.36kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.673,hour=19 & kW>1.52
2007-02-08 20:00:00,Peak_Shift,Medium,High consumption 2.98kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.596,hour=20 & kW>1.58
2007-02-08 21:00:00,Peak_Shift,Medium,High consumption 2.73kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.546,hour=21 & kW>1.53
2007-02-09 19:00:00,Peak_Shift,Medium,High consumption 1.57kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.315,hour=19 & kW>1.32
2007-02-09 20:00:00,Peak_Shift,Medium,High consumption 2.38kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.477,hour=20 & kW>1.29
2007-02-09 21:00:00,Peak_Shift,Medium,High consumption 2.25kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.45,hour=21 & kW>1.27
2007-02-10 18:00:00,Peak_Shift,High,High consumption 3.52kW at 18.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.703,hour=18 & kW>1.93
2007-02-10 19:00:00,Peak_Shift,High,High consumption 4.71kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.942,hour=19 & kW>2.09
2007-02-10 20:00:00,Peak_Shift,High,High consumption 4.07kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.814,hour=20 & kW>2.17
2007-02-10 21:00:00,Peak_Shift,Medium,High consumption 2.56kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.512,hour=21 & kW>2.19
2007-02-11 01:00:00,Night_Idle_Waste,Low,"Idle consumption 2.00kW at 1h. Check standby: router, fridge, Sub_metering_3.",1.7,hour in 1-5 & kW>0.8
2007-02-11 02:00:00,Night_Idle_Waste,Low,"Idle consumption 1.97kW at 2h. Check standby: router, fridge, Sub_metering_3.",1.669,hour in 1-5 & kW>0.8
2007-02-11 03:00:00,Night_Idle_Waste,Low,"Idle consumption 1.95kW at 3h. Check standby: router, fridge, Sub_metering_3.",1.652,hour in 1-5 & kW>0.8
2007-02-11 04:00:00,Night_Idle_Waste,Low,"Idle consumption 2.08kW at 4h. Check standby: router, fridge, Sub_metering_3.",1.776,hour in 1-5 & kW>0.8
2007-02-11 05:00:00,Night_Idle_Waste,Low,"Idle consumption 2.73kW at 5h. Check standby: router, fridge, Sub_metering_3.",2.432,hour in 1-5 & kW>0.8
2007-02-11 19:00:00,Peak_Shift,High,High consumption 3.48kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.697,hour=19 & kW>3.25
2007-02-12 19:00:00,Peak_Shift,Medium,High consumption 2.26kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.451,hour=19 & kW>1.63
2007-02-12 20:00:00,Peak_Shift,High,High consumption 3.61kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.721,hour=20 & kW>1.65
2007-02-12 21:00:00,Peak_Shift,Medium,High consumption 2.35kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.471,hour=21 & kW>1.63
2007-02-13 18:00:00,Peak_Shift,Medium,High consumption 2.25kW at 18.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.449,hour=18 & kW>1.21
2007-02-13 19:00:00,Peak_Shift,Medium,High consumption 2.46kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.492,hour=19 & kW>1.22
2007-02-13 21:00:00,Peak_Shift,High,High consumption 3.55kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.709,hour=21 & kW>1.17
2007-02-14 18:00:00,Peak_Shift,Medium,High consumption 2.42kW at 18.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.483,hour=18 & kW>2.09
2007-02-14 19:00:00,Peak_Shift,Medium,High consumption 2.33kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.466,hour=19 & kW>2.08
2007-02-14 21:00:00,Peak_Shift,High,High consumption 3.40kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.679,hour=21 & kW>2.09
2007-02-15 05:00:00,Night_Idle_Waste,Low,"Idle consumption 1.07kW at 5h. Check standby: router, fridge, Sub_metering_3.",0.768,hour in 1-5 & kW>0.8
2007-02-15 18:00:00,Peak_Shift,Medium,High consumption 1.78kW at 18.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.356,hour=18 & kW>1.39
2007-02-15 19:00:00,Peak_Shift,High,High consumption 4.11kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.822,hour=19 & kW>1.48
2007-02-15 20:00:00,Peak_Shift,High,High consumption 3.62kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.724,hour=20 & kW>1.57
2007-02-15 21:00:00,Peak_Shift,Medium,High consumption 2.96kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.592,hour=21 & kW>1.55
2007-02-16 01:00:00,Night_Idle_Waste,Low,"Idle consumption 0.83kW at 1h. Check standby: router, fridge, Sub_metering_3.",0.526,hour in 1-5 & kW>0.8
2007-02-16 19:00:00,Peak_Shift,High,High consumption 3.13kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.626,hour=19 & kW>1.48
2007-02-16 20:00:00,Peak_Shift,Medium,High consumption 2.83kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.565,hour=20 & kW>1.44
2007-02-16 21:00:00,Peak_Shift,Medium,High consumption 2.80kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.559,hour=21 & kW>1.43
2007-02-17 01:00:00,Night_Idle_Waste,Low,"Idle consumption 1.12kW at 1h. Check standby: router, fridge, Sub_metering_3.",0.819,hour in 1-5 & kW>0.8
2007-02-17 19:00:00,Peak_Shift,Medium,High consumption 2.69kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.539,hour=19 & kW>1.58
2007-02-17 20:00:00,Peak_Shift,Medium,High consumption 1.87kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.375,hour=20 & kW>1.54
2007-02-17 21:00:00,Peak_Shift,Medium,High consumption 2.75kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.55,hour=21 & kW>1.53
2007-02-18 01:00:00,Night_Idle_Waste,Low,"Idle consumption 3.89kW at 1h. Check standby: router, fridge, Sub_metering_3.",3.588,hour in 1-5 & kW>0.8
2007-02-18 02:00:00,Night_Idle_Waste,Low,"Idle consumption 2.41kW at 2h. Check standby: router, fridge, Sub_metering_3.",2.114,hour in 1-5 & kW>0.8
2007-02-18 03:00:00,Night_Idle_Waste,Low,"Idle consumption 1.38kW at 3h. Check standby: router, fridge, Sub_metering_3.",1.075,hour in 1-5 & kW>0.8
2007-02-18 05:00:00,Night_Idle_Waste,Low,"Idle consumption 0.84kW at 5h. Check standby: router, fridge, Sub_metering_3.",0.543,hour in 1-5 & kW>0.8
2007-02-18 18:00:00,Peak_Shift,High,High consumption 3.40kW at 18.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.68,hour=18 & kW>3.39
2007-02-18 19:00:00,Peak_Shift,High,High consumption 3.95kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.789,hour=19 & kW>3.45
2007-02-19 01:00:00,Night_Idle_Waste,Low,"Idle consumption 0.84kW at 1h. Check standby: router, fridge, Sub_metering_3.",0.542,hour in 1-5 & kW>0.8
2007-02-19 18:00:00,Peak_Shift,High,High consumption 3.41kW at 18.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.682,hour=18 & kW>1.53
2007-02-19 19:00:00,Peak_Shift,High,High consumption 4.26kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.853,hour=19 & kW>1.54
2007-02-19 20:00:00,Peak_Shift,High,High consumption 3.97kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.795,hour=20 & kW>1.57
2007-02-19 21:00:00,Peak_Shift,High,High consumption 3.66kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.732,hour=21 & kW>1.62
2007-02-20 01:00:00,Night_Idle_Waste,Low,"Idle consumption 2.40kW at 1h. Check standby: router, fridge, Sub_metering_3.",2.096,hour in 1-5 & kW>0.8
2007-02-20 02:00:00,Night_Idle_Waste,Low,"Idle consumption 2.44kW at 2h. Check standby: router, fridge, Sub_metering_3.",2.145,hour in 1-5 & kW>0.8
2007-02-20 03:00:00,Night_Idle_Waste,Low,"Idle consumption 2.85kW at 3h. Check standby: router, fridge, Sub_metering_3.",2.547,hour in 1-5 & kW>0.8
2007-02-20 04:00:00,Night_Idle_Waste,Low,"Idle consumption 2.67kW at 4h. Check standby: router, fridge, Sub_metering_3.",2.366,hour in 1-5 & kW>0.8
2007-02-20 05:00:00,Night_Idle_Waste,Low,"Idle consumption 2.36kW at 5h. Check standby: router, fridge, Sub_metering_3.",2.063,hour in 1-5 & kW>0.8
2007-02-20 20:00:00,Peak_Shift,High,High consumption 4.40kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.881,hour=20 & kW>2.74
2007-02-20 21:00:00,Peak_Shift,Medium,High consumption 2.80kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.561,hour=21 & kW>2.69
